blue_score,orange_score,pad_0,pad_1,pad_2,pad_3,pad_4,pad_5,pad_6,pad_7,pad_8,pad_9,pad_10,pad_11,pad_12,pad_13,pad_14,pad_15,pad_16,pad_17,pad_18,pad_19,pad_20,pad_21,pad_22,pad_23,pad_24,pad_25,pad_26,pad_27,pad_28,pad_29,pad_30,pad_31,pad_32,pad_33,ball/pos_x,ball/pos_y,ball/pos_z,ball/vel_x,ball/vel_y,ball/vel_z,ball/ang_vel_x,ball/ang_vel_y,ball/ang_vel_z,inverted_ball/pos_x,inverted_ball/pos_y,inverted_ball/pos_z,inverted_ball/vel_x,inverted_ball/vel_y,inverted_ball/vel_z,inverted_ball/ang_vel_x,inverted_ball/ang_vel_y,inverted_ball/ang_vel_z,player1/pos_x,player1/pos_y,player1/pos_z,player1/quat_w,player1/quat_x,player1/quat_y,player1/quat_z,player1/vel_x,player1/vel_y,player1/vel_z,player1/ang_vel_x,player1/ang_vel_y,player1/ang_vel_z,inverted_player1/pos_x,inverted_player1/pos_y,inverted_player1/pos_z,inverted_player1/quat_w,inverted_player1/quat_x,inverted_player1/quat_y,inverted_player1/quat_z,inverted_player1/vel_x,inverted_player1/vel_y,inverted_player1/vel_z,inverted_player1/ang_vel_x,inverted_player1/ang_vel_y,inverted_player1/ang_vel_z,player1/is_demoed,player1/on_ground,player1/ball_touched,player1/has_jump,player1/has_flip,player1/boost_amount,player2/pos_x,player2/pos_y,player2/pos_z,player2/quat_w,player2/quat_x,player2/quat_y,player2/quat_z,player2/vel_x,player2/vel_y,player2/vel_z,player2/ang_vel_x,player2/ang_vel_y,player2/ang_vel_z,inverted_player2/pos_x,inverted_player2/pos_y,inverted_player2/pos_z,inverted_player2/quat_w,inverted_player2/quat_x,inverted_player2/quat_y,inverted_player2/quat_z,inverted_player2/vel_x,inverted_player2/vel_y,inverted_player2/vel_z,inverted_player2/ang_vel_x,inverted_player2/ang_vel_y,inverted_player2/ang_vel_z,player2/is_demoed,player2/on_ground,player2/ball_touched,player2/has_jump,player2/has_flip,player2/boost_amount,player1/action_throttle,player1/action_steer,player1/action_pitch,player1/action_yaw,player1/action_roll,player1/action_jump,player1/action_boosting,player1/action_handbrake,player2/action_throttle,player2/action_steer,player2/action_pitch,player2/action_yaw,player2/action_roll,player2/action_jump,player2/action_boosting,player2/action_handbrake
19.0,48.0,4.0,4.0,4.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,4.0,4.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,4.0,4.0,4.0,4041.2099609375,5224.6298828125,1975.280029296875,5271.60986328125,4903.7998046875,4467.580078125,6.0,6.0,5.999899864196777,4040.989990234375,5224.6298828125,1975.280029296875,5266.06005859375,4736.08984375,4467.580078125,6.0,6.0,5.999899864196777,4096.35986328125,5991.93994140625,2045.52001953125,0.9999999403953552,0.9999999403953552,0.9999996423721313,1.0,2300.0,2300.0,2299.639892578125,5.5,5.5,5.5,4098.47998046875,5992.759765625,2045.52001953125,0.7071067690849304,0.7071013450622559,0.9999999403953552,0.9999999403953552,2300.0,2300.0,2299.639892578125,5.5,5.499899864196777,5.5,3.0,1.0,1.0,1.0,1.0,1.0,4096.8798828125,5991.93994140625,2045.8800048828125,0.9999999403953552,0.9999996423721313,0.9999998807907104,0.9999999403953552,2300.0,2300.0,2289.06005859375,5.5,5.5,5.5,4096.27001953125,5994.31005859375,2045.8800048828125,0.7071067690849304,0.7071067690849304,0.9999996423721313,0.9999999403953552,2300.0,2300.0,2289.06005859375,5.5,5.5,5.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4040.989990234375,-5224.6298828125,0.0,-5266.06005859375,-4736.08984375,-3420.760009765625,-6.0,-6.0,-5.999899864196777,-4041.2099609375,-5224.6298828125,0.0,-5271.60986328125,-4903.7998046875,-3420.760009765625,-6.0,-6.0,-5.999899864196777,-4098.47998046875,-5992.759765625,-1.3200000524520874,-0.7071067690849304,-0.7071067690849304,-0.7071013450622559,-0.7071067690849304,-2300.0,-2300.0,-2300.0,-5.5,-5.499899864196777,-5.5,-4096.35986328125,-5991.93994140625,-1.3200000524520874,-1.0,-0.9999996423721313,-0.7071067690849304,-0.7071067690849304,-2300.0,-2300.0,-2300.0,-5.5,-5.5,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,-4096.27001953125,-5994.31005859375,-0.8899999856948853,-0.7071067690849304,-0.7071067690849304,-0.7071067690849304,-0.7071067690849304,-2300.0,-2300.0,-2299.9599609375,-5.5,-5.5,-5.5,-4096.8798828125,-5991.93994140625,-0.8899999856948853,-0.9999999403953552,-0.9999998807907104,-0.7071067690849304,-0.7071067690849304,-2300.0,-2300.0,-2299.9599609375,-5.5,-5.5,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
